Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
158,60,RL,96.0,9750,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,2007,1994,Hip,CompShg,VinylSd,HdBoard,BrkFace,68.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,336,Unf,0,481,1683,GasA,Ex,Y,SBrkr,2129,1208,0,2418,1,0,2,0,3,1,Gd,9,Typ,1,TA,Attchd,2009.0,RFn,3,483,TA,TA,Y,180,16,0,0,0,0,,GdWo,,0,6,2007,WD,Partial,187000
1314,60,RL,59.0,1950,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1934,1964,Hip,CompShg,HdBoard,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,No,BLQ,1445,Unf,0,410,708,GasA,Ex,Y,SBrkr,708,1121,0,1710,1,0,2,0,2,1,Gd,8,Typ,1,Gd,Attchd,1990.0,RFn,3,898,TA,TA,Y,192,63,0,0,0,0,,GdWo,,0,7,2008,COD,Normal,192000
205,60,RL,77.0,8064,Pave,Grvl,Reg,Lvl,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,7,5,1924,1964,Hip,CompShg,VinylSd,CmentBd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,No,GLQ,1422,Unf,0,586,680,GasA,Ex,Y,SBrkr,680,858,0,1358,1,0,3,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,RFn,3,864,TA,TA,Y,474,68,0,0,410,0,,GdPrv,,0,6,2008,WD,Normal,187500
814,70,RL,82.0,12203,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,2002,Hip,CompShg,HdBoard,VinylSd,BrkFace,84.0,Ex,TA,Stone,Ex,TA,No,GLQ,871,Unf,0,1482,2033,GasA,Ex,Y,SBrkr,2053,676,0,1425,1,0,2,0,2,1,Gd,10,Typ,1,TA,BuiltIn,2008.0,Fin,3,694,TA,TA,Y,170,170,0,0,0,0,,GdPrv,,0,1,2007,WD,Normal,394432
600,20,RL,80.0,11146,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,9,1961,1996,Gable,CompShg,CemntBd,VinylSd,Stone,442.0,Gd,TA,PConc,Gd,TA,No,GLQ,312,Unf,0,138,1559,GasA,Ex,Y,SBrkr,1364,1054,0,1630,1,0,2,1,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,RFn,3,676,TA,TA,Y,70,195,0,0,0,0,,MnPrv,,0,3,2010,WD,Normal,319000
1436,20,RL,80.0,9900,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8,5,1999,2009,Gable,CompShg,VinylSd,Plywood,BrkFace,245.0,Gd,TA,PConc,Gd,TA,No,GLQ,1398,Unf,0,935,822,GasA,TA,Y,SBrkr,1559,1177,0,1144,1,0,2,0,2,1,Gd,7,Typ,1,Po,Attchd,1980.0,RFn,3,296,TA,TA,P,192,22,0,0,144,0,,GdWo,,0,4,2008,WD,Normal,167900
891,60,RL,80.0,12919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,8,1925,1962,Hip,CompShg,VinylSd,VinylSd,Stone,448.0,Gd,TA,PConc,Gd,TA,No,Rec,400,Unf,0,1622,1256,GasA,Gd,Y,SBrkr,1020,793,0,2872,1,1,2,0,2,1,Gd,8,Typ,1,Gd,Attchd,1957.0,Fin,3,462,TA,TA,Y,192,78,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,305000
982,20,RL,94.0,9588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,ALQ,553,Unf,0,983,868,GasA,Ex,Y,SBrkr,1269,1088,0,1470,1,0,2,0,1,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,3,478,TA,TA,Y,206,63,0,0,0,0,,MnPrv,Shed,0,7,2010,New,Normal,174000
553,60,RL,44.0,13700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2009,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,137.0,Gd,TA,CBlock,Ex,TA,Mn,Rec,786,Unf,0,310,1122,GasA,Ex,Y,SBrkr,1146,1152,0,3238,0,0,2,1,4,1,Gd,6,Typ,1,TA,Attchd,1968.0,RFn,3,900,TA,TA,Y,171,66,0,0,0,0,,,,400,2,2010,WD,Normal,174900
319,20,RL,88.0,10421,Pave,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,Twnhs,2Story,7,5,1990,2008,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,CBlock,Gd,TA,No,ALQ,510,Unf,0,370,1223,GasW,Ex,Y,SBrkr,1134,252,0,1691,0,0,2,0,2,1,Gd,6,Typ,1,Ex,BuiltIn,1985.0,RFn,3,645,TA,TA,Y,192,129,0,0,0,0,,,,0,11,2010,WD,Normal,244600
899,20,RL,88.0,9588,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,9,1947,1991,Gable,CompShg,VinylSd,CmentBd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,BLQ,854,BLQ,0,1217,998,GasA,Gd,Y,SBrkr,1223,1200,0,1364,1,0,2,0,4,1,Gd,6,Min2,1,Gd,Attchd,1931.0,RFn,3,676,TA,TA,Y,128,62,0,0,0,0,,,,0,6,2009,WD,Normal,265979
262,60,RL,80.0,10542,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,2007,1990,Gable,CompShg,CemntBd,VinylSd,BrkFace,360.0,Gd,TA,CBlock,Ex,TA,No,Unf,854,Unf,0,808,740,GasA,TA,Y,SBrkr,1006,533,0,1559,0,0,3,0,3,1,Gd,11,Typ,1,TA,Attchd,1999.0,Fin,3,820,Ex,TA,Y,536,120,0,0,0,0,,,,0,11,2007,WD,Normal,380000
890,60,RL,90.0,13891,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,CBlock,Ex,TA,No,Unf,1436,ALQ,0,705,1856,GasA,Ex,Y,SBrkr,1006,793,0,1851,0,0,3,0,4,1,Ex,6,Typ,1,TA,Attchd,2003.0,Fin,3,550,TA,TA,Y,309,63,0,0,0,0,,,,0,2,2007,WD,Normal,336000
1155,120,RL,86.0,6371,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,7,5,1962,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,456.0,Ex,TA,CBlock,Gd,TA,No,ALQ,564,Unf,0,1221,1350,GasA,TA,Y,SBrkr,1856,1101,0,1269,0,0,2,0,2,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,772,TA,TA,Y,175,78,0,0,0,0,,,,0,5,2010,WD,Normal,336000
767,70,RL,107.0,10175,Pave,,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,1961,2006,Hip,CompShg,VinylSd,HdBoard,BrkFace,183.0,Gd,TA,Stone,Gd,TA,Mn,GLQ,649,Unf,0,82,1814,GasA,Ex,Y,SBrkr,1200,581,0,1146,1,0,2,1,3,1,Gd,6,Typ,1,Po,Attchd,2006.0,Fin,2,456,TA,TA,Y,192,42,0,0,0,0,,,,0,5,2009,WD,Normal,174000
262,60,RL,80.0,10226,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,10,5,1957,2005,Gable,CompShg,HdBoard,VinylSd,Stone,132.0,Gd,TA,PConc,Gd,TA,Av,Unf,1039,Unf,0,1122,1482,GasA,Ex,Y,SBrkr,1334,800,0,2504,0,0,2,0,3,1,Ex,8,Typ,1,TA,Attchd,2001.0,Fin,2,884,TA,TA,Y,113,49,0,0,0,0,,,,0,5,2008,WD,Partial,203000
719,20,RL,92.0,10000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,8,5,1959,2005,Gable,CompShg,Stucco,VinylSd,BrkFace,415.0,Gd,TA,PConc,Gd,TA,No,ALQ,536,Unf,0,223,776,GasA,TA,Y,SBrkr,1826,1323,0,2127,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1964.0,RFn,2,895,TA,TA,Y,181,80,0,0,0,0,,,,0,6,2008,WD,Normal,402861
152,20,RL,98.0,10678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1968,2005,Hip,CompShg,HdBoard,VinylSd,BrkFace,270.0,Gd,TA,PConc,Gd,TA,No,Rec,936,Unf,0,316,702,GasA,Ex,Y,SBrkr,1482,761,0,2046,1,0,2,1,2,1,Gd,6,Typ,1,Gd,BuiltIn,1964.0,Fin,3,490,TA,TA,Y,143,49,0,0,0,0,,,,0,8,2007,WD,Normal,485000
820,20,RL,44.0,11700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,8,5,1931,2007,Gable,CompShg,MetalSd,Plywood,BrkFace,72.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1261,Unf,0,611,1606,GasA,Gd,Y,SBrkr,1165,1320,0,1775,0,0,2,1,1,1,Gd,8,Typ,1,Gd,Attchd,1950.0,Fin,2,1166,TA,TA,Y,172,138,0,0,0,0,,,,0,5,2008,New,Normal,239000
56,120,RL,71.0,9765,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,TwnhsE,2Story,7,5,2003,2006,Gable,CompShg,VinylSd,MetalSd,BrkFace,425.0,Gd,TA,CBlock,Ex,TA,No,Unf,916,Unf,0,227,780,GasA,TA,Y,SBrkr,842,1067,0,1258,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2008.0,Fin,3,476,TA,TA,Y,192,75,0,245,0,0,,,,0,7,2008,WD,Normal,178000
1317,20,RL,94.0,9500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,1957,Gable,CompShg,VinylSd,HdBoard,BrkFace,772.0,Gd,TA,PConc,Gd,TA,Gd,Unf,1218,Unf,0,664,1468,GasA,Ex,Y,SBrkr,1651,1518,0,1856,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,1998.0,Fin,3,836,TA,TA,P,112,120,0,0,0,0,,,,0,4,2009,WD,Normal,187000
734,60,RL,,14720,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,2001,1973,Hip,CompShg,VinylSd,VinylSd,Stone,975.0,Gd,TA,PConc,Gd,TA,No,ALQ,493,Unf,0,611,1251,GasA,Ex,Y,SBrkr,983,797,0,1334,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1996.0,Fin,2,430,TA,TA,Y,125,78,0,0,0,0,,GdWo,,0,7,2008,WD,Normal,187500
1176,20,RL,100.0,7052,Pave,,IR2,Lvl,AllPub,FR2,Gtl,mes,Norm,Norm,1Fam,2Story,7,6,1964,1991,Gable,CompShg,MetalSd,VinylSd,BrkFace,975.0,Ex,TA,CBlock,Gd,TA,No,Rec,572,Unf,0,776,2153,GasA,Ex,Y,SBrkr,1468,1122,0,1826,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,2006.0,Fin,3,388,TA,TA,Y,192,144,0,0,0,0,,,,0,11,2009,WD,Normal,326000
1421,20,RL,86.0,8100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,TwnhsE,1Story,9,6,1964,2007,Hip,CompShg,HdBoard,HdBoard,BrkFace,237.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,661,Unf,0,276,1225,GasA,Ex,Y,SBrkr,1251,581,0,2262,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,RFn,3,765,TA,TA,Y,33,100,0,0,0,0,,GdWo,,0,8,2006,WD,Normal,149000
96,60,RL,80.0,3182,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,RRAn,Norm,1Fam,1Story,9,5,2008,2006,Hip,CompShg,VinylSd,Plywood,BrkFace,196.0,Gd,TA,CBlock,Gd,TA,No,GLQ,319,Unf,0,702,1225,GasA,Gd,Y,SBrkr,1320,918,0,1441,1,0,2,0,4,1,Ex,7,Typ,2,TA,Attchd,2008.0,Fin,2,1020,TA,TA,Y,229,260,0,0,0,0,,,,0,3,2007,WD,Normal,271000
1354,20,RL,85.0,9590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7,5,1962,1988,Gable,CompShg,VinylSd,ImStucc,BrkFace,305.0,Gd,TA,PConc,Ex,TA,No,Unf,1904,Unf,0,1468,755,GasA,Ex,Y,SBrkr,874,1015,0,1165,0,0,2,1,3,1,Ex,7,Typ,1,TA,Attchd,1990.0,RFn,2,438,TA,TA,Y,143,62,0,0,0,0,,,,0,7,2008,New,Partial,139950
381,60,RL,82.0,11198,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,7,5,1996,2006,Gable,CompShg,HdBoard,MetalSd,Stone,115.0,Ex,TA,PConc,Gd,TA,Av,BLQ,936,Unf,0,2153,1319,GasA,Ex,Y,SBrkr,2069,540,0,1651,0,0,2,1,3,1,Gd,6,Typ,1,Po,Attchd,2006.0,RFn,2,492,TA,TA,Y,186,121,0,0,0,0,,,,0,6,2008,WD,Partial,202500
1057,60,RL,80.0,10944,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,2006,2002,Gable,CompShg,MetalSd,VinylSd,Stone,860.0,Gd,TA,CBlock,Gd,Gd,No,GLQ,28,Unf,0,371,1504,GasA,Gd,Y,SBrkr,1276,807,0,1796,0,0,2,0,4,1,Gd,11,Typ,1,TA,Attchd,1990.0,RFn,2,252,TA,TA,Y,70,185,0,0,0,0,,,,0,11,2009,WD,Normal,501837
837,20,RL,100.0,9317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1993,2007,Gable,CompShg,VinylSd,Plywood,Stone,1600.0,Gd,TA,PConc,Gd,TA,Av,Unf,1260,Unf,0,371,2006,GasA,Ex,Y,SBrkr,1276,252,0,1468,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,2007.0,Fin,2,786,TA,TA,Y,192,100,0,0,0,0,,,,0,7,2009,WD,Normal,171000
993,60,RL,108.0,11394,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,7,5,2007,1998,Hip,CompShg,HdBoard,VinylSd,BrkFace,351.0,Gd,TA,PConc,Gd,Gd,Mn,Unf,763,Unf,0,755,1127,GasA,TA,Y,SBrkr,755,1320,0,1251,1,0,2,1,3,1,Ex,12,Typ,1,TA,Attchd,2006.0,RFn,2,492,TA,TA,Y,192,50,0,0,0,0,,,,0,1,2008,New,Normal,335000
386,20,RL,85.0,9650,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,1990,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Ex,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,1319,776,GasA,Ex,Y,SBrkr,1537,1067,0,2640,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,2003.0,Fin,2,490,TA,TA,Y,60,78,0,0,0,0,,,,0,7,2008,WD,Normal,192000
732,20,RL,80.0,11302,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,10,5,2006,1963,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Gd,TA,No,BLQ,397,Unf,0,814,1926,GasA,Ex,Y,SBrkr,1504,880,0,874,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1925.0,RFn,2,947,TA,TA,Y,239,35,0,0,0,0,,,,0,3,2010,New,Normal,159895
567,20,RL,56.0,9760,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1990,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,CBlock,Gd,TA,No,GLQ,275,Unf,0,570,975,GasA,Ex,Y,SBrkr,2020,888,0,2643,1,0,2,0,4,1,Gd,8,Typ,1,Gd,BuiltIn,1957.0,Fin,3,542,TA,TA,Y,418,35,0,0,259,0,,,,0,5,2006,WD,Partial,301000
1427,20,RL,59.0,12244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,1999,Hip,CompShg,VinylSd,HdBoard,BrkFace,166.0,Gd,TA,PConc,TA,TA,Av,GLQ,692,Unf,0,563,1247,GasA,Gd,Y,SBrkr,1500,780,0,2612,1,0,2,0,3,1,Gd,7,Typ,2,TA,2Types,1973.0,RFn,2,686,TA,TA,Y,327,84,0,0,0,0,,,,0,6,2010,WD,Normal,179000
555,60,RL,44.0,2645,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,8,5,2006,1987,Hip,CompShg,HdBoard,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,No,Unf,349,Unf,0,776,822,GasA,Ex,Y,SBrkr,851,939,0,2612,1,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,1994.0,RFn,2,486,TA,TA,Y,195,64,0,0,0,0,,,,0,10,2007,WD,Normal,582933
847,120,RL,48.0,9020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Artery,Norm,1Fam,2Story,6,5,2003,2005,Gable,CompShg,VinylSd,HdBoard,BrkFace,428.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1172,Unf,0,1926,720,GasA,Ex,Y,SBrkr,1966,780,0,1510,0,0,2,1,3,1,Gd,12,Typ,1,Gd,Attchd,2007.0,Fin,2,874,TA,TA,Y,113,130,0,0,0,0,,,,0,7,2008,WD,Normal,110500
379,20,RL,90.0,12416,Pave,,IR1,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,1Story,6,6,2005,2005,Gable,CompShg,HdBoard,VinylSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,Av,GLQ,700,Unf,0,326,1833,GasA,TA,Y,SBrkr,975,650,0,1537,0,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2008.0,RFn,2,786,TA,TA,Y,192,84,0,0,192,0,,MnPrv,,0,10,2008,WD,Partial,158000
1336,20,RL,85.0,7056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,6,5,1925,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,Gd,TA,PConc,Ex,TA,No,GLQ,383,Unf,0,756,776,GasA,TA,Y,SBrkr,1051,840,0,1504,1,0,2,1,3,1,Gd,7,Typ,1,TA,Basment,1998.0,RFn,2,844,TA,TA,Y,168,102,0,0,0,0,,,,0,9,2006,WD,Normal,266500
596,70,RL,61.0,9612,Pave,,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,6,5,1957,2009,Gable,CompShg,VinylSd,HdBoard,BrkFace,748.0,Ex,TA,PConc,Gd,TA,No,Unf,905,Unf,0,208,1242,GasA,Ex,Y,SBrkr,1247,904,0,2020,0,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1963.0,Fin,2,576,TA,TA,Y,172,120,0,0,0,0,,,,0,7,2006,WD,Partial,260000
620,20,RL,85.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,9,5,1973,2005,Gable,CompShg,HdBoard,VinylSd,BrkFace,130.0,Ex,TA,PConc,TA,TA,No,GLQ,312,Unf,0,169,1510,GasA,Gd,Y,SBrkr,1020,1160,0,1445,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,RFn,2,512,TA,TA,Y,172,132,0,0,0,0,,,,0,6,2006,WD,Normal,337500
1192,20,RL,124.0,11700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7,6,2007,1991,Gable,CompShg,VinylSd,Plywood,BrkFace,154.0,Gd,TA,CBlock,TA,TA,No,ALQ,354,Unf,0,224,1144,GasA,Ex,Y,SBrkr,1850,1093,0,3140,1,0,3,0,3,1,Gd,6,Typ,1,Gd,Attchd,1987.0,RFn,2,864,TA,TA,Y,180,39,0,0,0,0,,MnPrv,,0,7,2008,New,Normal,118400
843,20,RL,,9858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,Twnhs,2Story,6,9,1965,1999,Gable,CompShg,WdShing,VinylSd,BrkFace,16.0,Gd,TA,CBlock,Gd,Gd,Gd,ALQ,1104,Unf,0,572,1368,GasA,Gd,Y,SBrkr,851,703,0,1950,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,RFn,3,889,TA,TA,Y,344,262,0,0,224,0,,,,0,1,2007,ConLw,Normal,144500
1193,20,RL,34.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Feedr,Norm,1Fam,2Story,6,6,2006,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,TA,TA,No,Unf,900,Unf,0,776,1795,GasA,TA,Y,SBrkr,1242,0,0,1839,0,0,2,2,3,1,Ex,10,Typ,1,Gd,Attchd,2003.0,RFn,3,840,TA,TA,Y,250,22,0,0,0,0,,,,0,1,2008,WD,Normal,179000
175,60,RL,85.0,12203,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,1998,1966,Gable,CompShg,VinylSd,HdBoard,BrkFace,16.0,Ex,TA,CBlock,TA,Gd,Gd,Unf,454,Unf,0,326,700,GasA,Ex,Y,SBrkr,1144,0,0,1247,1,0,2,1,2,1,Gd,9,Typ,1,TA,Attchd,1987.0,Fin,2,660,TA,TA,Y,210,62,0,196,0,0,,,,0,6,2008,WD,Normal,174900
896,120,RL,80.0,12203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,SLvl,7,6,1963,2005,Gable,CompShg,VinylSd,VinylSd,Stone,584.0,Gd,TA,PConc,Gd,Gd,Av,ALQ,1567,Unf,0,1017,2216,GasA,Ex,Y,SBrkr,1200,0,0,1416,0,0,3,1,3,1,Ex,6,Typ,1,Gd,Attchd,1968.0,Fin,2,496,TA,TA,Y,171,42,0,0,0,0,,,,0,8,2008,WD,Normal,141000
284,85,RL,81.0,9084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,6,5,2004,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,Gd,TA,CBlock,Gd,TA,No,Unf,1126,Unf,0,572,650,GasA,TA,Y,SBrkr,1368,0,0,1851,0,0,2,0,3,1,Gd,8,Typ,1,TA,BuiltIn,2004.0,RFn,3,862,TA,TA,Y,156,32,0,0,0,0,,,,0,10,2009,WD,Normal,278000
1084,60,RL,34.0,11883,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,9,7,1986,2005,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,Gd,Fa,PConc,TA,Fa,No,GLQ,1000,LwQ,0,203,1104,GasA,Ex,Y,SBrkr,1795,0,0,1472,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3,576,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2010,WD,Normal,196500
748,20,RL,80.0,12220,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,6,1999,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,16.0,TA,TA,CBlock,TA,TA,No,GLQ,874,Unf,0,1368,1256,GasA,Gd,Y,SBrkr,1122,520,0,1850,0,0,2,0,3,1,Gd,7,Typ,1,Ex,Attchd,1962.0,Fin,3,490,TA,TA,Y,250,66,0,0,0,0,,,Shed,0,8,2008,WD,Partial,196000
1253,20,RL,100.0,12095,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,Twnhs,2Story,7,5,2003,1996,Gable,CompShg,VinylSd,Plywood,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,Av,Unf,740,Unf,0,1795,1266,GasA,TA,Y,SBrkr,2234,0,0,2031,1,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2,712,TA,TA,Y,172,29,0,0,0,0,,,,0,2,2010,WD,Normal,224000
478,60,RL,100.0,13518,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Artery,Norm,1Fam,SFoyer,8,5,1987,2008,Gable,CompShg,VinylSd,Plywood,BrkFace,230.0,TA,Gd,CBlock,Gd,TA,Av,BLQ,769,Unf,0,539,982,GasA,Ex,Y,SBrkr,888,1174,0,1502,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,RFn,3,686,TA,TA,Y,144,36,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD,Normal,157500
982,120,RL,78.0,7399,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,6,1968,1989,Gable,CompShg,Stucco,VinylSd,Stone,145.0,Ex,TA,CBlock,Gd,TA,No,Rec,899,Unf,0,312,1010,GasA,Ex,Y,SBrkr,1130,0,0,1242,1,0,1,1,2,1,Gd,10,Typ,1,Gd,Attchd,2004.0,Fin,3,660,TA,TA,Y,168,35,0,0,0,0,,,,0,1,2009,WD,Normal,205000
982,20,RL,77.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,1998,Gable,CompShg,MetalSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,GLQ,988,Unf,0,650,1838,GasA,TA,Y,SBrkr,1269,0,0,2792,0,0,2,1,4,1,Gd,7,Typ,1,Gd,Attchd,1954.0,Fin,2,648,TA,TA,Y,240,154,0,0,0,0,,,,0,8,2008,WD,Normal,248900
